Evaluation date,Type of place evaluated,Commune name,Municipal section name,Neighborhood name,Name of the site,Spontaneous site type,Internally displaced households,IDPs counted,Site size in meters,Land ownership,Site creation date,Presence of IDPs?,Presence of old IDP returned?,Baby boys under 1 year old,Baby girls under a year old,Boys from 1 to 5 years old,Girls from 1 to 5 years old,Boys from 6 to 11 years old,Girls from 6 to 11 years old,Boys from 12 to 17 years old,Girls from 12 to 17 years old,People aged 60 and over,Department of origin for majority of IDPs,Municipality of origin for majority of IDPs,Municipal section of origin for IDPs,District of origin for IDPs,Date fled,Reason for fleeing,Reason why IDP chose to take refuge in this place,Is the place accessible?,Tension between displaced people and the host community?,Distribution of food received?,Health assistance,Assistance psychosocial,Assistance WASH,Distribution CASH,Education assistance,Possession of identity documents by the majority of displaced persons?,If not why ?,"What are the 3 main
security concerns in the
site?",Do boys attend school?,Do girls attend school?,Health problems,proportion vaccine cholera,Why not cholera vaccine,How much Death Cholera,Food source,Access to fertile land,Proportion of persons carrying out a subsistence activity
2023-03-07,Host community,Cité Soleil,1re Section des Varreux,Terre-Noire - Blanchard,Not applicable to host communities,Not applicable to host communities,50,215,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,8,12,5,10,5,20,10,20,20,Ouest,Cité Soleil,1ère Varreux,Terre-Noire - Blanchard,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"fight gang recruitment child gang attack ga, g",half,half,illness_ malnutrition fever,A few people (about 25%),fear,1,Purchase_Marche loan,No access to cultivable land,some
2023-02-28,Host community,Port-au-Prince,3e Section Martissant,Cite de l'Eternel,Not applicable to host communities,Not applicable to host communities,43,215,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,10,10,20,25,15,20,15,20,11,Ouest,Port-au-Prince,8ème Martissant,Cite de l'Eternel,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,infection_plaie cholera fever,About half of the people,fear,30,Borrowing production_subsistance,"In any case, there is no cultivable land available in the area",some
2023-02-16,Host community,Delmas,1re Section St Martin,Charbonnier,Not applicable to host communities,Not applicable to host communities,67,214,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,8,6,13,17,11,19,22,33,6,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-3,Attack/violence,Relationship or friendship with members of the host community,Yes,Yes,no,no,no,no,no,no,Yes,,Kidnapping Vol Violence Sexual,majority,majority,Diarrhee fever cough,A few people (about 25%),fear not,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-20,Host community,Tabarre,3e Section Bellevue,Butte Boyer,Not applicable to host communities,Not applicable to host communities,42,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,3,5,15,23,13,25,22,31,3,Ouest,Croix-Des-Bouquets,10ème Thor,Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,diarrhee cough fever,A few people (about 25%),fear not,,Borrow purchase_Marche barter,No access to cultivable land,some
2023-02-14,Host community,Carrefour,10e Section Thor,Bas Thorland,Not applicable to host communities,Not applicable to host communities,210,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,2,10,19,4,5,15,25,9,Ouest,Carrefour,11ème Rivière Froide,Bas Thorland,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",Yes,no,no,no,no,Yes,no,no, Lack of financial means,"Attack GA, g Another abuse of police",some,some,infection_plaie disease_peau cholera,The majority of people (around 75%),fear,9,Production_Subsistance Other,No access to cultivable land,some
2023-02-22,Host community,Carrefour,11e Section Rivière Froide,Immaculee Conception,Not applicable to host communities,Not applicable to host communities,70,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,5,1,4,6,2,4,20,40,28,Ouest,Port-au-Prince,11ème Rivière Froide,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,"No, because of security",Yes,no,no,no,no,no,no,no,Lack of interest,"Attack GA, G Fight gang Vol",some,some,Malaria disease_Peau Malnutrition,About half of the people,not,1, other,"In any case, there is no cultivable land available in the area",none
2023-02-24,Host community,Carrefour,11e Section Rivière Froide,Gaston - Magron,Not applicable to host communities,Not applicable to host communities,42,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,15,12,10,15,17,25,20,25,10,Ouest,Carrefour,2ème Varreux (Canaan - Jerusalem),Gaston - Magron,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,Yes,no,Yes,,"Attack GA, G Other gang Police",some,some,Diarrhee fever cholera,About half of the people,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-28,Host community,Carrefour,11e Section Rivière Froide,Paloma(Canne a  Sucre),Not applicable to host communities,Not applicable to host communities,30,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,7,12,20,23,15,25,10,17,0,Ouest,Carrefour,8ème Martissant,Paloma(Canne a  Sucre),2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no, Lack of financial means,"Attack GA, G Gang Police Combat Gang",some,some,Fivem cough illness_peau,About half of the people,fear,5,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Port-au-Prince,3e Section Martissant,STEP - Eglise Baptiste de Bolosse,Not applicable to host communities,Not applicable to host communities,42,210,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,10,12,15,20,11,14,15,18,9,Ouest,Port-au-Prince,8ème Martissant,STEP - Eglise Baptiste de Bolosse,2020-4,Attack/violence,other,"No, because of security",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",none,none,Fever disease_peau cough,A few people (about 25%),fear,,other,No access to cultivable land,none
2023-02-28,Site,Port-au-Prince,3e Section Martissant,Cite Louverture,Salvation messenger,Temple/Church,42,210,Do not know,To private persons,2021-06-01,Yes,,15,20,14,16,15,16,14,19,3,Ouest,Port-au-Prince,8ème Martissant,Cite Louverture,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,Yes,no,Yes,,"Attaque gave, g gait police kidnapping",some,some,cholera fever disease_peau,Do not know / no answer,,,Purchase_ assault_hum,"In any case, there is no cultivable land available in the area",some
2023-03-02,Host community,Delmas,1re Section St Martin,Petite Place Cazeau - Sainte Claire,Not applicable to host communities,Not applicable to host communities,43,209,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,6,11,13,17,11,26,19,31,11,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Corail,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g sexual violence kidnapping",half,half,malaria fever diarrhee,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-23,Site,Port-au-Prince,1re Section Turgeau,Carrefour - Feuilles,College of essential pedagogical sciences,School,78,204,Over 150 square meters,To private persons,2022-11-01,Yes,,0,0,2,3,0,0,3,4,10,Ouest,Port-au-Prince,6ème Turgeau,Carrefour - Feuilles,2022-11,Relocation requested by non -state groups,Secure location closest to provenance,Yes,Yes,no,no,no,no,no,no,Yes,,kidnapping gang police violence,some,some,Toux fever infection_plaie,Nobody,Pas_vaccin fear,,Other,No access to cultivable land,some
2023-02-21,Host community,Port-au-Prince,2e Section Morne l'Hopital,Morne Marie,Not applicable to host communities,Not applicable to host communities,50,200,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,10,20,30,20,15,25,10,10,0,Ouest,Port-au-Prince,7ème Morne l'Hopital,Savanne Pistaches,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,other,NSP,NSP,cholera disorders_psychologies fever,Do not know / no answer,,5,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",NSP
2023-03-12,Site,Carrefour,3e Section Taïfer,autre,tisou Kònò Ken.,Site installed on an air space,40,200,Over 150 square meters,To private persons,2021-07-31,Yes,,2,3,2,3,5,8,7,12,23,Ouest,Port-au-Prince,3ème Petit Bois,Bas Martissant,2021-5,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g sexual violence",some,some,diarrhee cough fever,A few people (about 25%),fear,6,Barter purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-21,Host community,Croix-Des-Bouquets,5e Section Petit Bois,Garnier - Diguer - Dorlène,Not applicable to host communities,Not applicable to host communities,50,200,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,10,10,15,15,15,10,10,15,25,Ouest,Croix-Des-Bouquets,8ème Martissant,Garnier - Diguer - Dorlène,2022-5,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",no,no,no,no,no,no,no,Yes,,"Sexual violence gang font attacks ga, g",all,all,Diarrhee cough fever,Nobody,fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-27,Host community,Carrefour,10e Section Thor,Source Corrossol,Not applicable to host communities,Not applicable to host communities,40,200,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,18,25,17,25,16,18,15,14,13,Ouest,Port-au-Prince,8ème Martissant,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,Yes,no,no,no,no,no,Neglect,Vol Extoming illegal tax,some,some,disease_peau cholera malnutrition,A few people (about 25%),fear,,Purchase_Marche Troc,No access to cultivable land,some
2023-02-15,Host community,Port-au-Prince,3e Section Martissant,Fontamara Est,Not applicable to host communities,Not applicable to host communities,40,200,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,10,15,11,15,8,20,12,20,15,Ouest,Port-au-Prince,8ème Martissant,Fontamara Est,2021-6,Attack/violence,Secure location closest to provenance,"No, because of security",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,half,illness_peau cholera infection_plaie,A few people (about 25%),fear,10,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",NSP
2023-02-24,Site,Cité Soleil,2e Section des Varreux,Brouklin,Place Shalom (Sun 17),Site installed on an air space,40,188,Over 150 square meters,To private persons,2022-07-01,Yes,,1,3,0,1,8,5,19,13,3,Ouest,Cité Soleil,1ère Varreux,Brouklin,2022-7,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,Yes,no,no,no,other,GA GA-G Combat Gang,some,some,illness_ malnutrition fever,Nobody,no_vaccin,3,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-17,Host community,Tabarre,3e Section Bellevue,Bigarade Damien,Not applicable to host communities,Not applicable to host communities,36,180,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,5,9,13,11,8,18,9,17,3,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-12,Attack/violence,Access to the best living conditions,Yes,no,no,no,no,no,no,no,no,other,"fight gang attack ga, g abuse police",majority,majority,Fivem cough illness_peau,A few people (about 25%),fear not,,Borrowing borrowing purchase_marche,No access to cultivable land,some
2023-03-01,Host community,Tabarre,4e Section Bellevue,Truitier - Galette Monquette,Not applicable to host communities,Not applicable to host communities,45,180,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,6,9,10,12,11,17,13,21,15,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Torcelle,2022-5,Attack/violence,Relationship or friendship with members of the host community,"No, because of security",Yes,no,no,no,no,no,no,no,other,"Attack GA, G Fight gang gang police",some,some,Malaria disease_peau diarrhee,Nobody,Pas_souha was afraid,,Borrowing bake purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-03-15,Site,Port-au-Prince,3e Section Martissant,Cite de l'Eternel,Eternal CITE Community School,Community Center,35,175,Less than 50 square meters,Do not know,2021-06-01,Yes,,3,4,5,10,15,18,12,15,8,Ouest,Port-au-Prince,8ème Martissant,Cite de l'Eternel,2021-6,Attack/violence,Secure location closest to provenance,"No, because of security",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,diarrhee cough fever,A few people (about 25%),fear not,,Borrow purchase_marche,No access to cultivable land,some
2023-02-15,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Bobin,Not applicable to host communities,Not applicable to host communities,50,170,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,8,3,12,4,8,12,12,25,8,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Frères,2022-5,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping vol",half,half,Cough fever,A few people (about 25%),no_vaccin,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
